source_ino_city,source_ino_lat,source_ino_lon,source_ino_date,name,lat,lon,city,street,housenumber,postcode,competitor_created,distance_km
,37.6886244,-120.9586361,2025-10-19,Wendy's,37.7114918,-120.9666509,,,,,2025-10-19,2.639
,37.6886244,-120.9586361,2025-10-19,Sourdough & Co.,37.6451036,-120.9912645,Modesto,H Street,1801,95354,2025-11-07,5.627
,37.6886244,-120.9586361,2025-10-19,The Sandwhich Shop,37.6456993,-121.0131718,Modesto,Kansas Avenue,442,95351,2025-11-05,6.769
,37.6886244,-120.9586361,2025-10-19,Auntie Anne's,37.6887441,-121.0535072,Modesto,Dale Road,3401,95356,2026-01-28,8.348
Sylmar,34.3109765,-118.4358181,2025-10-28,Subway,34.2909494,-118.4485266,San Fernando,Truman Street,1701,91340,2026-01-27,2.514
Sylmar,34.3109765,-118.4358181,2025-10-28,Royal Donuts & Ice Cream,34.2644934,-118.4378774,,,,,2026-01-18,5.172
Sylmar,34.3109765,-118.4358181,2025-10-28,Subway,34.2576839,-118.4699181,Mission Hills,Devonshire Street,15503,91345,2025-11-12,6.703
Sylmar,34.3109765,-118.4358181,2025-10-28,Poke-Ya,34.2637005,-118.5019427,,,,,2026-02-22,8.034
Sylmar,34.3109765,-118.4358181,2025-10-28,Wingstop,34.2646786,-118.5150904,,,,,2026-02-19,8.919
,36.7427544,-119.699588,2025-11-13,Garlishious Deli,36.7407652,-119.7860529,Fresno,Fresno Street,2621,93721,2026-02-21,7.708
,36.7427544,-119.699588,2025-11-13,El taco Chingon,36.7837325,-119.7910335,Fresno,North Blackstone Avenue,3649,93726-5305,2026-02-06,9.334
,36.7427544,-119.699588,2025-11-13,Bamboo Chopsticks,36.7649904,-119.8172412,Fresno,North Fruit Avenue,1604,93705,2025-11-14,10.769
,36.7427544,-119.699588,2025-11-13,Central Cali Nutrition,36.8359443,-119.7550695,Fresno,North Cedar Avenue,,93710,2026-01-22,11.48
,36.7427544,-119.699588,2025-11-13,Taco Department,36.576152,-119.6327607,Selma,Floral Avenue,8935,93662,2026-03-14,19.461
Monterey Park,34.0364893,-118.0975591,2026-02-05,Chick-fil-A,34.0366057,-118.098299,Monterey Park,Market Place Drive,5000,91755,2026-02-05,0.069
Monterey Park,34.0364893,-118.0975591,2026-02-05,MOD Pizza,34.0357734,-118.104295,Monterey Park,Market Place Drive,2200,91755,2026-02-05,0.626
Monterey Park,34.0364893,-118.0975591,2026-02-05,Jack in the Box,34.0152533,-118.1295403,Montebello,North Garfield Avenue,108,90640,2026-02-06,3.777
Monterey Park,34.0364893,-118.0975591,2026-02-05,KFC,34.0452326,-118.0309386,South El Monte,North Durfee,1927,91733,2026-02-05,6.215
Monterey Park,34.0364893,-118.0975591,2026-02-05,Jack in the Box,34.0454023,-118.0308387,El Monte,Durfee Avenue,1933,91733,2026-02-05,6.227
,33.6923896,-117.3346227,2026-03-25,Chipotle,33.6920293,-117.3355063,,,,,2026-03-25,0.091
,33.6923896,-117.3346227,2026-03-25,Jersey Mike's Subs,33.6921299,-117.3356299,,,,,2026-03-25,0.098
,33.6923896,-117.3346227,2026-03-25,Unknown,33.800941,-117.2297001,,,,,2026-03-26,15.486
,33.6923896,-117.3346227,2026-03-25,Kristy's Donuts & Bagels,33.8693403,-117.5935566,Corona,Border Avenue,1264,92882,2026-04-05,30.981
,33.6923896,-117.3346227,2026-03-25,The Empanada Maker,33.5968095,-117.656401,,,,,2026-03-27,31.626
Atascadero,35.496978,-120.6843963,2012-06-02,El Pollo Loco,35.5825159,-120.6973234,,Theatre Drive,2351,,2012-08-09,9.583
Atascadero,35.496978,-120.6843963,2012-06-02,Jamba,35.6147289,-120.683261,Paso Robles,Niblick Road,96,93446,2012-07-07,13.094
Atascadero,35.496978,-120.6843963,2012-06-02,Domino's,35.2944046,-120.670497,San Luis Obispo,East Foothill Boulevard,866,93405,2012-06-04,22.56
Atascadero,35.496978,-120.6843963,2012-06-02,Subway,35.269265,-120.670827,San Luis Obispo,Higuera Street,158,93401,2012-11-09,25.35
Atascadero,35.496978,-120.6843963,2012-06-02,Carl's Jr.,35.0367643,-120.485754,Nipomo,West Tefft Street,502,93444-8946,2012-07-17,54.258
