site_type,lat,lon,city,predicted_score,dist_to_nearest_prior_km,nearest_competitor_km,avg_nearest_5_competitors_km,median_income,resident_pop,workers_in_tract,workers_from_tract,daytime_pop,hwy_aadt,dist_to_highway_meters,dist_to_nearest_dc_miles,dist_to_freeway_ramp_meters,trade_area_population
Rejected Site,37.701079,-121.0743678,,0.4916,0.612,0.475,0.601,104146,7385,10045,3377,14053,137000.0,364.381069796514,14.46315102999486,137.78980124653592,7240
Real In-N-Out,40.53852,-122.3483858,Redding,0.561,5.205,0.51,2.543,58795,6264,1568,2241,5591,61000.0,275.4069992403632,195.75767421246448,190.92532469685636,5738
Real In-N-Out,36.8522428,-119.7905024,Fresno,0.5368,6.24,0.371,0.639,68807,2303,513,1059,1757,86000.0,340.27025529283435,106.1519532156166,141.2042894295162,2248
Rejected Site,36.8528294,-119.790492,Fresno,0.4676,0.065,0.426,0.679,68807,2303,513,1059,1757,86000.0,269.51137051092184,106.12652758560384,59.66484061054095,2248
Rejected Site,37.7396816,-121.1370711,Ripon,0.462,6.989,1.568,4.666,97179,6192,1041,2883,4350,155000.0,1051.5455141392754,10.12597247193884,1085.4117972558124,5928
Rejected Site,40.5680302,-122.3594381,,0.4776,2.16,0.096,0.266,70329,5010,1950,2010,4950,68000.0,453.0805231075336,197.8755574822254,141.17136123508195,4955
Real In-N-Out,38.1159113,-121.3081644,Lodi,0.5393,12.808,0.105,0.923,118192,3820,848,1898,2770,16300.0,189.19438346816463,20.116000324698465,5429.827610335499,4122
Rejected Site,37.2589128,-121.8731195,San Jose,0.4614,1.642,0.33,0.571,137275,5125,1162,2276,4011,126000.0,495.7413140885115,50.53500375063973,334.37077869878783,4977
Rejected Site,37.2580229,-121.874573,San Jose,0.4784,0.162,0.339,0.556,137275,5125,1162,2276,4011,126000.0,316.0802634090421,50.633091198654135,158.60631554302955,4977
Rejected Site,37.2582363,-121.8745929,San Jose,0.4342,0.024,0.316,0.542,137275,5125,1162,2276,4011,126000.0,344.2717895993379,50.622362377451346,188.09955940926756,4977
Rejected Site,37.7979394,-121.195843,Manteca,0.4807,0.306,0.14,0.192,78011,3913,4306,1596,6623,14100.0,505.95865090223094,5.362967862337714,428.5849421865702,3864
Rejected Site,37.7979998,-121.195231,Manteca,0.4507,0.054,0.124,0.181,78011,3913,4306,1596,6623,14100.0,439.0488799149255,5.392827272831079,360.0548410323336,3864
Rejected Site,37.2381541,-121.831438,San Jose,0.4566,2.751,0.047,0.935,174926,5291,646,2689,3248,142000.0,1869.7560603702984,50.270715487561816,1519.381383151637,5244
Rejected Site,33.7343738,-117.998428,,0.4864,3.338,0.837,0.891,128688,5564,1581,2279,4866,86200.0,1018.9355639663748,24.235104432969468,561.8901483579109,5373
Rejected Site,36.7119179,-119.5575611,Sanger,0.4541,1.563,0.359,3.086,48870,4805,2288,1791,5302,37500.0,3336.9468790605843,122.25347982234814,10618.623394920882,4487
Rejected Site,33.7454944,-118.1050604,Seal Beach,0.4316,0.313,0.313,1.113,110799,2720,1027,1452,2295,43800.0,738.2517253462546,24.786989135107813,3745.7561209638498,2977
Rejected Site,33.7454944,-118.1050604,Seal Beach,0.4316,0.313,0.313,1.113,110799,2720,1027,1452,2295,40500.0,738.2517253462546,24.786989135107813,3745.7561209638498,2977
Rejected Site,33.7454722,-118.1051248,Seal Beach,0.4316,0.006,0.317,1.114,110799,2720,1027,1452,2295,43800.0,740.1635712058472,24.789663808413223,3749.35147941216,2977
Rejected Site,33.7454722,-118.1051248,Seal Beach,0.4316,0.006,0.317,1.114,110799,2720,1027,1452,2295,40500.0,740.1635712058472,24.789663808413223,3749.35147941216,2977
Rejected Site,33.7456528,-118.1053957,Seal Beach,0.4316,0.032,0.349,1.111,110799,2720,1027,1452,2295,43800.0,712.533936115326,24.78308151193595,3728.108244299329,2977
Rejected Site,33.7456528,-118.1053957,Seal Beach,0.4316,0.032,0.349,1.111,110799,2720,1027,1452,2295,40500.0,712.533936115326,24.78308151193595,3728.108244299329,2977
Rejected Site,36.9775146,-120.07376,Madera,0.4795,25.307,0.316,1.799,55307,5497,584,1576,4505,83000.0,486.81702351143593,88.65291804399101,469.1245869701933,5735
Rejected Site,36.9742755,-120.079109,Madera,0.451,0.596,0.426,1.661,78815,5402,1352,2439,4315,83000.0,296.7652815182249,88.58194176592536,207.2226848999428,5399
Rejected Site,36.9791865,-120.0859818,Madera,0.4591,0.819,1.185,2.358,72538,3583,4236,1728,6091,75000.0,371.995622813522,88.07332707756726,372.8749371314604,3274
Rejected Site,33.7894266,-118.1392871,Long Beach,0.4663,0.212,0.108,0.119,78639,5642,1778,2117,5303,31500.0,1165.156882715918,22.759041671045743,1821.1029237037303,5471
Rejected Site,40.5724979,-122.3501652,Redding,0.4541,0.927,0.215,0.465,69236,4264,6909,1505,9668,68000.0,1143.18832933533,198.0274010645516,1014.2213934207311,4271
Rejected Site,40.5725175,-122.3504821,Redding,0.448,0.027,0.189,0.441,69236,4264,6909,1505,9668,68000.0,1109.086287647906,198.0335592968935,980.0740245728696,4271
Rejected Site,40.5654753,-122.3527077,,0.4469,0.636,0.636,0.66,70329,5010,1950,2010,4950,68000.0,1172.9914004612997,197.60295942296915,929.3628536217556,4955
Rejected Site,40.5632212,-122.3390626,,0.4447,1.18,1.18,1.384,58795,6264,1568,2241,5591,34000.0,2115.190572679659,197.24489005538737,1980.1159868665393,5738
Rejected Site,33.8305469,-118.144473,Long Beach,0.4546,0.123,0.123,0.216,122696,6335,3026,3018,6343,284000.0,3315.4408130360307,20.411931933172117,3092.0822596264816,6370
Rejected Site,38.1149224,-121.3092642,Lodi,0.4582,0.146,0.046,0.281,115329,2341,2732,907,4166,16300.0,315.156158220201,20.05119035246485,5532.04038243522,2464
Rejected Site,38.1170313,-121.3071153,Lodi,0.4992,0.155,0.227,0.318,118192,3820,848,1898,2770,16300.0,222.856036827468,20.19019266101709,5341.048372725189,4122
Rejected Site,38.1140065,-121.3061328,Lodi,0.4708,0.276,0.141,0.259,122750,5911,1014,2561,4364,16300.0,219.0396588113468,19.978912883949437,5170.934356387513,5939
Rejected Site,38.1150485,-121.3039811,Lodi,0.4708,0.221,0.128,0.304,122750,5911,1014,2561,4364,16300.0,291.38774136128893,20.045346447061156,4951.340145531491,5939
Rejected Site,38.1151577,-121.3025706,,0.4418,0.124,0.173,0.384,122750,5911,1014,2561,4364,16300.0,443.5852220512541,20.049695451377016,4798.189391193397,5939
Real In-N-Out,32.8081686,-116.9629506,El Cajon,0.5506,3.883,0.206,0.298,81545,4342,16260,1773,18829,96000.0,120.40236528557396,105.19357177647262,69.61651736140716,4266
Real In-N-Out,34.1357314,-117.6347403,Upland,0.5395,4.015,0.273,1.064,151167,3584,543,1760,2367,179000.0,168.14035328439428,18.990190776093364,61.31892531356967,3688
Real In-N-Out,33.8871104,-118.1015981,Norwalk,0.5464,2.372,0.439,1.433,109756,6221,11261,2577,14905,284000.0,297.51629816246185,15.79862676444022,128.91713109050195,6149
Real In-N-Out,33.8731537,-118.3075291,Gardena,0.517,4.995,0.156,0.343,68147,4129,2698,1849,4978,241000.0,1777.6756267293038,24.60864507638507,1636.968886900385,4117
Rejected Site,34.1337329,-117.6380663,,0.4289,0.378,0.083,0.998,165110,5523,1649,2364,4808,179000.0,272.19691808745404,18.777973241754967,91.38417250157332,5654
Real In-N-Out,33.5203113,-117.6191636,Rancho Mission Viejo,0.5506,5.778,0.218,1.647,170560,6863,1957,3502,5318,41800.0,922.9723354423628,43.58224035533015,4477.4318944124225,7773
Rejected Site,32.7947436,-116.9401765,El Cajon,0.4779,2.6,0.914,1.409,52679,4441,723,1894,3270,182500.0,1191.682865925762,106.69100712651152,1092.3314527198288,4483
Rejected Site,32.8073285,-116.9717972,El Cajon,0.4858,0.832,0.086,0.269,81545,4342,16260,1773,18829,187500.0,586.2737292819094,104.96473910484715,570.9654821178059,4266
Rejected Site,32.8081927,-116.9719985,El Cajon,0.4212,0.098,0.023,0.293,81545,4342,16260,1773,18829,187500.0,702.6876081021874,104.90818423019203,685.6798957296057,4266
Rejected Site,33.9439956,-118.1407665,Downey,0.4375,1.758,0.137,0.37,89375,5273,813,1977,4109,214000.0,3378.046132184041,14.117134869936145,3232.1585300353536,5326
Rejected Site,32.8000641,-116.9366531,El Cajon,0.4594,0.677,0.237,1.044,45122,6618,1533,2404,5747,182500.0,394.4626221451288,106.4960643475744,353.2927022274141,6486
Rejected Site,32.8007355,-116.9362014,El Cajon,0.4192,0.086,0.086,0.242,48558,5981,939,2390,4530,182500.0,297.27767945714606,106.47178163574152,261.3728508508102,5918
Rejected Site,33.8761933,-118.1409161,,0.5113,2.259,0.169,0.83,63618,5593,948,2149,4392,267000.0,221.520223483862,17.662877653620118,68.0505182046427,5610
Rejected Site,33.875543,-118.1409322,,0.4424,0.072,0.133,0.815,63618,5593,948,2149,4392,267000.0,274.9948205468785,17.699930051541855,154.8598620674758,5610
Real In-N-Out,33.9400192,-117.9660335,La Habra,0.5153,4.271,0.377,1.982,114898,5163,1130,2534,3759,39700.0,154.82907333665676,9.945359999504449,8409.936796838267,4896
Real In-N-Out,34.0271552,-117.1182477,Yucaipa,0.5715,11.353,0.166,3.42,71356,5050,2007,1936,5121,137000.0,124.16418530606234,48.36783722444261,50.85853614934866,5150
Rejected Site,34.0276899,-117.1184748,Yucaipa,0.4736,0.063,0.206,3.423,71356,5050,2007,1936,5121,137000.0,143.66173155566827,48.351755229063585,91.7623152681417,5150
Rejected Site,33.5542535,-117.6873537,Laguna Niguel,0.4268,1.602,0.102,0.939,157738,3817,713,1752,2778,26300.0,531.7670818224678,39.80241388984922,477.1450293659525,3842
Rejected Site,33.8319053,-118.1592998,Lakewood,0.4375,1.378,0.092,0.187,125370,4876,1998,2322,4552,284000.0,2621.774867881121,20.78307982571761,2452.812639437102,5018
Rejected Site,33.8319186,-118.1595975,Lakewood,0.4314,0.028,0.098,0.173,125370,4876,1998,2322,4552,284000.0,2611.9059694992525,20.79163162230868,2442.286210458775,5018
Real In-N-Out,37.6694708,-121.035645,Modesto,0.5565,4.391,0.664,2.297,59375,5265,1736,1653,5348,148000.0,660.4782512298514,17.46806237120131,322.249450677406,5113
Rejected Site,33.8939559,-118.3615926,,0.474,0.207,0.061,0.301,159438,6035,11650,2477,15208,281000.0,418.66619714086545,26.421832020227217,253.24574046267304,5899
Rejected Site,33.8939568,-118.3617331,,0.444,0.013,0.074,0.302,159438,6035,11650,2477,15208,281000.0,421.3680661519078,26.42878276724677,243.37329337367552,5899
Rejected Site,33.8372047,-118.34884,,0.4757,1.355,0.444,0.707,131136,2675,9652,1224,11103,69000.0,522.6837734191402,27.99418727103041,4308.692785936597,2569
Rejected Site,33.837191,-118.3489034,,0.4578,0.006,0.439,0.702,131136,2675,9652,1224,11103,69000.0,515.8306324197573,27.99764514960829,4313.98829130973,2569
Rejected Site,33.9664093,-117.0372105,Calimesa,0.5413,10.072,0.073,2.894,71250,5432,1048,1869,4611,114000.0,272.7034999417164,53.482678408793845,288.44891937766766,5394
Rejected Site,33.8495422,-118.3530246,,0.4578,0.078,0.14,0.797,157314,4413,8022,1935,10500,69000.0,142.93456924175328,27.676684648701073,3140.2721283018172,4295
Rejected Site,34.1325955,-117.6367344,Upland,0.4289,0.176,0.128,0.51,165110,5523,1649,2364,4808,179000.0,300.5766304264806,18.83881322147295,229.24520651407337,5654
Rejected Site,34.1324089,-117.6365246,Upland,0.4174,0.028,0.14,0.516,165110,5523,1649,2364,4808,179000.0,319.0689362785934,18.848346577857704,251.90283246221344,5654
Rejected Site,34.1323082,-117.6363758,,0.4467,0.018,0.126,0.519,165110,5523,1649,2364,4808,179000.0,329.4915428335644,18.855498122097355,265.210354196627,5654
Rejected Site,34.1322607,-117.636286,,0.4467,0.01,0.119,0.521,165110,5523,1649,2364,4808,179000.0,334.511233977937,18.85997628167054,271.9556851699945,5654
Real In-N-Out,33.9156675,-117.4420167,Riverside,0.5495,3.578,0.171,0.582,59688,4569,2911,1881,5599,226000.0,103.97575245808002,31.89983808855779,57.65439204674819,4296
Rejected Site,33.861256,-117.9239063,Fullerton,0.4546,0.113,0.146,0.166,84681,6056,17856,2594,21318,205100.0,978.0421634883992,15.525381347225569,929.8679009317252,6032
Real In-N-Out,33.9986251,-117.5577211,Eastvale,0.5237,4.127,2.484,2.705,132059,8764,26094,4285,30573,139000.0,935.1443841065092,23.813969190040467,635.3832792125822,10122
Rejected Site,34.0004595,-117.5577649,Eastvale,0.5023,0.204,2.686,2.898,132059,8764,26094,4285,30573,139000.0,840.10282232861,23.78026123316104,602.0708398524242,10122
Rejected Site,33.9958957,-117.5577118,Eastvale,0.489,0.303,2.186,2.414,132059,8764,26094,4285,30573,139000.0,1166.2391080017078,23.86218894888228,828.3419546813626,10122
Rejected Site,33.9737638,-117.554444,Eastvale,0.438,1.421,0.252,0.557,161583,6442,1334,2799,4977,142000.0,639.6804059692332,24.47722442064112,498.6242461510325,6962
Rejected Site,33.9746762,-117.561904,Eastvale,0.4375,0.695,0.414,0.801,128667,4180,1964,2037,4107,142000.0,1440.473772041854,24.051919124192572,1290.8178416087692,3836
Real In-N-Out,34.4208274,-118.5827921,Valencia,0.5733,4.026,0.155,1.114,146838,8158,3125,4268,7015,149000.0,320.06464189352886,42.42754398450547,75.5403470556714,8749
Rejected Site,33.4217941,-117.6087702,San Clemente,0.5251,10.997,0.101,0.194,168603,6502,1039,2395,5146,125200.0,647.6594981516312,49.99372218097205,162.36136917074666,6371
Rejected Site,33.4217764,-117.6088071,San Clemente,0.4548,0.004,0.102,0.194,168603,6502,1039,2395,5146,125200.0,648.7095915886774,49.99398400728183,165.9222599124087,6371
Rejected Site,33.9766059,-117.5753917,Eastvale,0.4145,1.262,1.262,1.745,178026,6864,258,3384,3738,142000.0,2945.5674903788727,23.27736476498494,2794.4799731666517,7069
Rejected Site,33.5833564,-117.6320562,Rancho Santa Margarita,0.4232,3.816,2.031,2.259,182007,8030,1261,3251,6040,8000.0,2524.704702422312,39.38016098420078,2365.13565019342,7551
Rejected Site,33.5834834,-117.6328561,Rancho Santa Margarita,0.4121,0.075,2.048,2.273,182007,8030,1261,3251,6040,8000.0,2600.6793563553188,39.35049606988618,2447.690719330456,7551
Rejected Site,34.408082,-118.5789811,Valencia,0.4633,1.46,1.606,1.903,146838,8158,3125,4268,7015,170000.0,285.5348279524317,41.77008306858532,125.49750733238707,8749
Rejected Site,34.3922464,-118.5732736,,0.435,1.829,0.01,0.921,131750,6315,3362,3556,6121,180000.0,321.9048164387853,40.91896230293409,173.3757801137873,6464
Rejected Site,34.3923069,-118.5730061,Stevenson Ranch,0.4174,0.025,0.027,0.925,131750,6315,3362,3556,6121,180000.0,297.0338579011897,40.90808489318598,142.5620670350505,6464
Rejected Site,33.9035564,-117.4942376,Riverside,0.4331,1.529,1.529,1.599,80258,6331,3799,2454,7676,229000.0,839.367402559898,29.481751533236075,775.8501908925969,6422
Real In-N-Out,33.8752029,-118.1255596,Bellflower,0.4846,1.42,0.274,0.663,74618,4669,665,1889,3445,269000.0,125.65854931271323,17.222208993346218,77.59845901550999,4673
Rejected Site,33.8745444,-118.1249227,Bellflower,0.4102,0.094,0.192,0.586,44857,3554,2466,1471,4549,269000.0,219.98712797953547,17.240427520003593,170.93523775297265,3566
Rejected Site,33.8745495,-118.1248355,Bellflower,0.4102,0.008,0.193,0.583,44857,3554,2466,1471,4549,269000.0,221.96545836465845,17.23741454806455,173.42317708393975,3566
Rejected Site,33.8739562,-118.1254457,,0.4424,0.081,0.14,0.563,74618,4669,665,1889,3445,269000.0,291.83988205076514,17.29081384656014,242.20709666017208,4673
Rejected Site,33.8785584,-118.1253944,,0.4216,0.373,0.448,0.523,47471,4067,519,1623,2963,269000.0,304.3086320029924,17.0234099820693,275.8306282649275,3874
Real In-N-Out,32.7909651,-117.0998984,San Diego,0.5177,4.721,0.191,0.27,101863,4774,1592,2193,4173,247500.0,1569.500787522902,102.13655727110118,1335.0183131283131,5108
Rejected Site,33.9892057,-117.9046863,,0.4477,0.994,0.664,1.182,74519,6184,1870,2436,5618,219000.0,656.5757707019385,7.295201644400825,485.27239923720725,5847
Rejected Site,32.8106421,-117.1161675,San Diego,0.475,2.664,0.099,0.157,119167,5074,106997,2666,109405,260000.0,214.71659632721827,100.49118701131646,145.22680413595094,5172
Rejected Site,32.8108072,-117.1160268,San Diego,0.444,0.023,0.079,0.166,119167,5074,106997,2666,109405,260000.0,204.43834045228243,100.48511793137548,132.13200511151155,5172
Real In-N-Out,34.2801745,-118.8653968,Moorpark,0.5342,11.111,0.063,0.114,170682,4645,1602,2316,3931,49500.0,329.25540206045525,53.40346641210021,288.89006717256,4478
Rejected Site,34.2780245,-118.8734125,Moorpark,0.477,0.774,0.071,0.457,98594,4700,1344,2480,3564,70000.0,186.1240863358343,53.8099517790492,1180.1293279351526,4710
Rejected Site,34.2778527,-118.8831175,,0.4587,0.892,0.158,0.782,98594,4700,1344,2480,3564,32500.0,174.8146833387135,54.34413460863529,2201.7763024454252,4710
Rejected Site,34.2954217,-118.842888,Moorpark,0.4947,2.674,2.622,2.661,130833,7847,5214,3499,9562,70000.0,261.28154697285265,52.43972567572192,92.77020925822217,7656
Rejected Site,33.9030818,-117.4670851,,0.4557,0.946,0.564,0.67,68333,4648,6546,1856,9338,228000.0,803.6424751916154,30.91076952291966,412.75307584511813,4412
Rejected Site,33.9031906,-117.4667643,,0.4495,0.032,0.032,0.543,68333,4648,6546,1856,9338,228000.0,841.8405827715666,30.924518449962605,447.82454477753225,4412
Rejected Site,33.9763218,-117.4640808,,0.4272,1.043,0.213,0.716,93553,2829,1999,1649,3179,162000.0,5360.823359765099,29.38995812414877,5258.323208101882,3055
Rejected Site,32.7607045,-117.1303766,,0.451,1.565,0.552,0.614,70795,2478,372,1252,1598,212500.0,443.2124447639343,103.14525970306438,181.46385778100836,2590
Rejected Site,34.0342817,-117.0739815,Yucaipa,0.5174,4.155,0.143,0.249,140000,7974,1038,3087,5925,118000.0,3386.2289107212728,50.85435658985229,2867.726667069691,7678
Rejected Site,37.8113872,-121.2927141,Lathrop,0.461,0.47,0.053,0.081,121429,9700,11815,3784,17731,133000.0,2097.379405146585,0.9744337316666258,223.66788776732392,9550
Rejected Site,32.7499569,-117.1005745,,0.4729,3.032,0.113,0.347,37333,6673,816,2473,5016,182500.0,893.3210522464979,104.6075626355354,863.5441911864143,5925
Rejected Site,34.2240025,-118.8769628,,0.4887,5.134,2.737,3.206,114659,3467,1973,1347,4093,69000.0,3346.5509109220543,53.22048626830157,3203.247587073311,3368
Rejected Site,34.2235658,-118.8784911,Thousand Oaks,0.4316,0.149,2.738,3.271,114659,3467,1973,1347,4093,69000.0,3523.601434601235,53.30103189194706,3379.276523087743,3368
Rejected Site,37.6719929,-121.0357538,,0.4557,0.281,0.873,2.167,59375,5265,1736,1653,5348,148000.0,945.2311393423596,17.35665393203686,636.746657262407,5113
Rejected Site,37.6719683,-121.0351628,,0.469,0.052,0.84,2.148,59375,5265,1736,1653,5348,148000.0,909.44078128429,17.383299311514968,613.0403026469379,5113
Rejected Site,37.6680675,-121.0302476,,0.4869,0.5,0.262,2.22,57448,7115,2690,2568,7237,148000.0,279.2054258232129,17.76045486211547,380.7223396653646,7653
Rejected Site,37.6590186,-121.031505,,0.4436,1.012,0.764,2.876,101250,3164,6303,1154,8313,148000.0,971.3375774095058,18.095863761019498,742.0743982909313,3090
Rejected Site,33.9658466,-117.0368161,Calimesa,0.472,0.072,0.072,1.504,71250,5432,1048,1869,4611,114000.0,323.84203953049206,53.51106827644039,293.62504057827795,5394
Rejected Site,33.9657777,-117.036864,Calimesa,0.4728,0.009,0.072,1.507,71250,5432,1048,1869,4611,114000.0,334.2713367752146,53.50910599070884,303.80170318696554,5394
Rejected Site,33.9462956,-117.47295,Riverside,0.5013,2.399,0.329,0.845,46250,5733,957,1890,4800,226000.0,5447.59765358,29.505369248893345,5406.104231397968,5489
Rejected Site,33.8972509,-118.0082082,,0.4822,2.222,0.172,0.386,101706,5317,818,2272,3863,65600.0,2207.2386706814814,13.174309352411148,2805.078522029761,5277
Rejected Site,33.8974532,-118.0088156,La Mirada,0.4419,0.06,0.203,0.405,101706,5317,818,2272,3863,65600.0,2271.6021966953695,13.167822621221434,2771.2817092745504,5277
Rejected Site,33.9405292,-117.9846395,Whittier,0.4238,1.717,0.905,1.145,102219,7288,982,3203,5067,27000.0,906.5035629942108,9.99793981332904,8914.668848464917,7421
Rejected Site,33.9405292,-117.9846395,Whittier,0.4238,1.717,0.905,1.145,102219,7288,982,3203,5067,26500.0,906.5035629942108,9.99793981332904,8914.668848464917,7421
Rejected Site,32.7606288,-117.0675789,San Diego,0.4965,2.917,0.108,0.499,70066,5609,1422,2304,4727,227500.0,2480.5299313297305,104.87804287831965,2307.2483969530526,5584
Real In-N-Out,33.8885274,-117.2744429,Riverside,0.5666,6.102,2.465,2.868,50038,4483,9432,1797,12118,153000.0,478.6353683803516,41.55811855417426,369.5885917916723,4366
Rejected Site,33.8464835,-118.080006,,0.4272,1.769,0.227,0.964,108833,3338,1154,1544,2948,204000.0,1365.4927119688036,17.758977033580948,1169.446563908342,3297
Rejected Site,34.4097966,-118.5785744,Valencia,0.4811,0.194,0.194,1.45,146838,8158,3125,4268,7015,170000.0,319.581387266754,41.81374902760263,75.08165175992815,8749
Rejected Site,34.4229033,-118.5844456,Valencia,0.4799,0.276,0.122,0.915,146838,8158,3125,4268,7015,149000.0,114.18361672473122,42.58472194814373,70.4224477891797,8749
Rejected Site,33.8022421,-117.2305679,Perris,0.561,10.415,0.444,2.806,92888,5567,14546,2777,17336,123000.0,219.23598793502345,46.14023076004779,188.6355890520611,6432
Rejected Site,33.8030301,-117.2265601,Perris,0.4557,0.381,0.123,2.657,92888,5567,14546,2777,17336,123000.0,667.6338897323326,46.325505012158075,624.3046719977725,6432
Rejected Site,33.8024727,-117.226574,,0.4557,0.062,0.083,2.674,92888,5567,14546,2777,17336,123000.0,661.7864159337076,46.34103673038878,622.4407727741719,6432
Rejected Site,33.8007562,-117.2286002,,0.4624,0.246,0.304,2.818,59671,4782,3345,1776,6351,123000.0,492.6662658451456,46.28604048633721,370.41091377799216,4724
Rejected Site,33.8442627,-117.2250838,,0.5395,4.587,0.097,0.661,92888,5567,14546,2777,17336,139000.0,2852.012263198555,45.27651015486581,2777.4715752467623,6432
Real In-N-Out,33.9120433,-117.8894703,Brea,0.5504,3.447,0.184,0.53,94099,4841,8720,2843,10718,67700.0,175.0567880264903,12.558992436357082,402.2678519476001,4769
Rejected Site,33.9176156,-117.9369765,La Habra,0.4587,1.435,0.396,0.478,68984,3692,1608,2043,3257,48200.0,436.56851295614376,11.570056270781697,5736.5181732664705,3565
Real In-N-Out,38.4086698,-121.4128061,Elk Grove,0.5071,2.529,0.534,1.181,102438,5516,313,2334,3495,84000.0,2674.368758775376,40.86589670149315,2564.9603053937503,5439
Rejected Site,38.4083301,-121.4135955,Elk Grove,0.4419,0.078,0.456,1.196,102438,5516,313,2334,3495,84000.0,2763.6560682054414,40.849909690090016,2659.130241593902,5439
Rejected Site,33.8897441,-117.848125,Placentia,0.5223,3.281,0.587,1.457,142625,3138,625,1974,1789,61000.0,2709.013746562532,14.887983952493386,3417.672236476624,3278
Rejected Site,38.4243551,-121.4172985,Elk Grove,0.4436,1.788,0.203,0.209,72232,3475,3943,1577,5841,135000.0,2418.8233039202205,41.97428621618468,2197.024559257218,3495
Rejected Site,38.424426,-121.4173192,Elk Grove,0.4375,0.008,0.207,0.216,72232,3475,3943,1577,5841,135000.0,2421.488535316834,41.979300057888366,2199.34322365589,3495
Real In-N-Out,33.4370384,-117.6234649,San Clemente,0.5143,2.175,0.115,0.122,153917,2130,477,853,1754,150900.0,261.2637060357882,48.69046958347525,235.6278090746007,1956
Real In-N-Out,33.8908167,-117.8151486,Yorba Linda,0.5575,3.046,0.365,0.424,130743,8323,2831,4330,6824,50000.0,2627.844732690429,15.736380171104132,2398.0819249640604,8218
Real In-N-Out,33.9226782,-116.9518217,Beaumont,0.5661,9.193,0.144,0.214,113674,5779,1339,2001,5117,128000.0,772.6239654182618,58.828018332205,588.2131199743959,5932
Rejected Site,33.8778017,-117.8814616,Fullerton,0.4899,0.479,0.048,0.255,59819,4981,5370,2628,7723,180900.0,106.1077973241724,14.947583042583714,32.95299403027459,5129
Rejected Site,33.8778017,-117.8814616,Fullerton,0.4598,0.0,0.048,0.255,59819,4981,5370,2628,7723,180900.0,106.1077973241724,14.947583042583714,32.95299403027459,5129
Rejected Site,33.5338315,-117.7765594,,0.4788,7.285,0.042,1.65,152222,3875,1706,1469,4112,37900.0,334.36226281726135,39.43267726423043,7874.296171174568,3665
Rejected Site,33.4672165,-117.696749,Dana Point,0.5538,7.582,0.257,0.582,109068,5814,3522,2585,6751,,1474.2715646994668,45.205768012896264,2550.8851358990014,5450
Rejected Site,33.822601,-117.8365012,Orange,0.4365,0.678,0.173,0.299,123173,5441,2016,2436,5021,212900.0,1633.145748167064,19.405795208551044,1062.2959698408097,5505
Rejected Site,33.6865768,-117.1684827,,0.4776,0.862,0.107,0.321,73957,4855,403,1916,3342,116000.0,373.9187405756199,53.070044762910605,186.38386593063817,4718
Rejected Site,33.6865974,-117.1685378,Menifee,0.4424,0.006,0.109,0.323,73957,4855,403,1916,3342,116000.0,370.4166950619829,53.06660139938055,187.53767347854625,4718
Rejected Site,33.4994169,-117.6592105,San Juan Capistrano,0.5424,4.38,0.111,0.201,120114,7516,8437,3571,12382,46600.0,349.3886492274488,43.92058265536161,73.84235795911225,8586
Real In-N-Out,33.9798437,-118.0506858,Whittier,0.5478,3.769,0.156,0.97,85333,4889,6143,2350,8682,40000.0,1841.649796193994,8.834748235979907,2529.306228669505,4956
Rejected Site,33.9792882,-118.0502402,,0.4663,0.074,0.222,0.961,85333,4889,6143,2350,8682,40000.0,1752.1026905855103,8.851272900622105,2612.1187388428566,4956
Rejected Site,33.9780457,-118.0493383,Whittier,0.4663,0.161,0.377,0.941,85333,4889,6143,2350,8682,40000.0,1557.494127723221,8.89206787337105,2790.3111345128777,4956
Rejected Site,33.9253115,-117.8961364,,0.4724,1.598,0.206,0.629,102201,5293,4928,3151,7070,65800.0,1256.3351696655034,11.56860949396454,1674.9292406414313,5812
Rejected Site,33.9252931,-117.8963464,,0.4663,0.019,0.223,0.635,102201,5293,4928,3151,7070,65800.0,1245.549232657087,11.565961359211617,1698.2938482316283,5812
Rejected Site,33.9253115,-117.8961364,,0.4663,0.0,0.206,0.629,102201,5293,4928,3151,7070,65800.0,1256.3351696655034,11.56860949396454,1674.9292406414313,5812
Rejected Site,33.9252931,-117.8963464,,0.4663,0.0,0.223,0.635,102201,5293,4928,3151,7070,65800.0,1245.549232657087,11.565961359211617,1698.2938482316283,5812
Rejected Site,33.8684958,-117.7496011,Anaheim,0.5389,4.0,0.374,0.535,127827,5022,4158,2512,6668,258600.0,580.0473046751619,19.180954340781877,181.30670003261943,5030
Rejected Site,33.8684958,-117.7496011,Anaheim,0.5389,4.0,0.374,0.535,127827,5022,4158,2512,6668,258600.0,580.0473046751619,19.180954340781877,181.30670003261943,5030
Real In-N-Out,36.2254962,-119.323274,Tulare,0.5393,9.807,0.23,4.326,64533,5064,958,1907,4115,67000.0,1195.0791016547976,154.67258206107658,1040.440419083413,5343
Rejected Site,36.2254035,-119.3238613,,0.4701,0.054,0.19,4.303,64533,5064,958,1907,4115,67000.0,1128.673908233178,154.6545370344329,975.9984916610392,5343
Rejected Site,33.5505873,-117.6711702,Mission Viejo,0.5099,0.64,0.289,0.356,111509,6688,9592,3293,12987,144200.0,497.82664164923995,40.408301807207984,156.3130191135459,6459
